Cluster,RPT_DT,OFNS_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BOROUGH,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,ZIPCODE
1,01/31/2015,FELONY ASSAULT,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10458
4,04/24/2017,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10003
2,04/26/2016,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,REAR OF,RESIDENCE - APT. HOUSE,11423
1,04/03/2020,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11203
3,08/26/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - APT. HOUSE,10013
4,07/08/2012,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11201
4,06/17/2014,HARRASSMENT 2,COMPLETED,VIOLATION,STATEN ISLAND,REAR OF,RESIDENCE-HOUSE,10312
4,05/21/2020,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10031
4,12/11/2008,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11207
1,11/04/2012,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,11235
4,05/09/2014,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11432
2,02/10/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11236
0,01/24/2014,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11365
1,07/18/2012,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11231
0,04/27/2015,FRAUDS,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11413
0,11/15/2017,FELONY ASSAULT,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,11434
0,02/15/2017,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE,11357
3,06/18/2010,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,11204
0,02/05/2007,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11216
2,08/28/2013,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10458
2,06/29/2010,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10460
3,11/07/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11206
3,07/18/2013,CRIMINAL TRESPASS,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - PUBLIC HOUSING,10039
1,06/09/2021,SEX CRIMES,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11373
1,06/20/2020,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10009
1,08/09/2008,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11223
1,12/24/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,11229
1,08/28/2016,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11236
1,05/12/2007,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10012
1,09/18/2021,FELONY ASSAULT,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10473
1,06/16/2016,THEFT-FRAUD,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10475
1,05/11/2014,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11224
1,11/25/2016,ADMINISTRATIVE CODE,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11238
3,02/01/2009,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11233
2,05/01/2011,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10453
4,11/17/2011,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10468
5,10/04/2012,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11211
2,01/16/2013,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10462
5,09/21/2008,CRIMINAL TRESPASS,COMPLETED,MISDEMEANOR,MANHATTAN,REAR OF,RESIDENCE - PUBLIC HOUSING,10027
1,10/10/2007,THEFT-FRAUD,COMPLETED,FELONY,MANHATTAN,FRONT OF,RESIDENCE - APT. HOUSE,10037
3,12/06/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,REAR OF,RESIDENCE - PUBLIC HOUSING,11206
1,07/02/2021,RAPE,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10030
2,02/18/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,10301
5,11/22/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10035
1,05/16/2011,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10002
1,03/14/2014,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11212
2,03/15/2020,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11221
2,01/18/2006,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10455
5,08/24/2016,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10019
1,08/18/2017,ROBBERY,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10467
4,04/23/2006,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10451
2,07/26/2009,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11226
3,02/05/2016,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11221
1,03/05/2015,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11225
0,09/20/2020,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11233
1,03/06/2012,SEX CRIMES,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10473
0,08/04/2009,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11385
4,02/23/2013,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11226
4,07/16/2006,HARRASSMENT 2,COMPLETED,VIOLATION,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,10310
4,10/02/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10038
2,03/16/2018,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10459
2,07/08/2016,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10453
3,02/13/2009,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - APT. HOUSE,10022
0,07/18/2010,FELONY ASSAULT,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,11429
1,07/13/2010,ROBBERY,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10001
1,06/02/2014,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10013
0,09/11/2017,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11102
1,10/03/2015,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11211
1,06/05/2008,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10009
1,03/28/2019,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11213
3,11/26/2016,PETIT LARCENY,COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,10314
5,03/24/2011,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10065
1,03/13/2019,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11221
2,12/04/2015,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10466
0,03/04/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,10310
1,06/11/2007,THEFT-FRAUD,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11377
1,05/04/2017,ROBBERY,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10034
3,10/21/2014,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11203
5,12/26/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10027
0,08/04/2015,FRAUDS,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11370
2,11/14/2011,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10457
1,05/11/2006,BURGLARY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11228
4,08/13/2009,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10458
2,08/03/2009,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10468
1,01/08/2020,ROBBERY,ATTEMPTED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10468
1,01/06/2007,BURGLARY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11214
2,11/10/2021,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10475
4,07/01/2016,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,FRONT OF,RESIDENCE-HOUSE,10466
0,10/08/2017,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11234
2,12/02/2021,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10457
0,12/31/2009,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11206
1,11/30/2014,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10009
2,04/10/2016,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11208
1,06/21/2016,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11207
4,05/04/2017,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11236
1,07/09/2015,GRAND LARCENY,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,10309
5,11/15/2013,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10039
1,05/25/2006,CRIMINAL TRESPASS,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11224
2,09/01/2011,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10466
3,10/05/2007,UNAUTHORIZED USE OF A VEHICLE,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,11354
1,12/12/2008,GRAND LARCENY OF MOTOR VEHICLE,COMPLETED,FELONY,BRONX,REAR OF,RESIDENCE - PUBLIC HOUSING,10472
0,11/18/2019,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE-HOUSE,11413
3,01/13/2020,BURGLAR'S TOOLS,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,11216
1,01/06/2018,ROBBERY,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10451
0,05/31/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11436
1,12/01/2021,SEX CRIMES,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11208
0,04/03/2012,SEX CRIMES,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11354
4,11/24/2015,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10019
2,08/25/2016,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,REAR OF,RESIDENCE - PUBLIC HOUSING,10035
3,06/04/2016,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,11221
1,12/18/2017,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11220
1,08/01/2017,BURGLARY,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10030
5,07/26/2011,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10026
4,02/02/2011,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11357
0,05/03/2007,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - PUBLIC HOUSING,11355
4,12/08/2014,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11207
0,07/29/2013,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11239
3,11/22/2021,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - PUBLIC HOUSING,10027
1,11/09/2021,GRAND LARCENY,COMPLETED,FELONY,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,11693
3,08/25/2013,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,11217
1,05/04/2007,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11229
2,04/21/2013,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,10458
1,12/13/2010,GRAND LARCENY,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10453
1,06/25/2007,ADMINISTRATIVE CODE,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11212
1,01/25/2008,BURGLARY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11208
5,01/02/2008,CRIMINAL TRESPASS,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10019
4,03/11/2020,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11235
5,01/29/2017,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10026
4,03/21/2011,HARRASSMENT 2,COMPLETED,VIOLATION,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,10314
0,01/18/2019,DANGEROUS DRUGS,ATTEMPTED,FELONY,QUEENS,INSIDE,RESIDENCE - PUBLIC HOUSING,11101
1,11/06/2011,GRAND LARCENY,COMPLETED,FELONY,BRONX,OPPOSITE OF,RESIDENCE - APT. HOUSE,10474
1,08/01/2008,THEFT-FRAUD,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11234
3,06/21/2014,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,11224
5,12/10/2008,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10019
5,10/21/2012,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10039
1,03/06/2007,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11239
1,09/09/2011,DANGEROUS WEAPONS,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11203
3,02/20/2008,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,11417
1,01/22/2008,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,11216
2,05/30/2011,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10019
1,07/30/2012,BURGLARY,ATTEMPTED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11216
1,03/16/2015,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11221
4,11/17/2008,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10451
4,03/25/2009,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10031
4,07/12/2006,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,REAR OF,RESIDENCE - PUBLIC HOUSING,10473
0,06/10/2018,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE,11415
4,11/11/2014,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11360
1,01/31/2015,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11234
4,10/21/2010,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10458
5,07/26/2006,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11213
2,03/16/2018,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,REAR OF,RESIDENCE - PUBLIC HOUSING,10027
1,01/02/2015,BURGLARY,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11373
1,10/01/2010,FORGERY,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11377
2,12/07/2018,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10030
3,06/16/2011,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BROOKLYN,REAR OF,RESIDENCE - PUBLIC HOUSING,11233
5,10/04/2010,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10115
0,04/07/2012,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - PUBLIC HOUSING,11355
3,03/01/2013,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,11375
0,02/04/2016,ADMINISTRATIVE CODE,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11372
0,06/08/2017,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,12692
1,11/15/2018,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11229
3,02/07/2013,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - APT. HOUSE,10030
0,05/29/2006,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11216
2,09/21/2014,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10468
0,02/28/2009,CRIMINAL TRESPASS,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11435
5,02/14/2014,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10075
3,08/21/2012,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,11236
2,02/21/2011,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10452
1,03/28/2013,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11221
4,08/27/2014,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10473
0,11/20/2014,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,11361
1,01/18/2015,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11218
1,11/24/2012,DANGEROUS WEAPONS,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11208
1,10/04/2019,SEX CRIMES,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11212
4,11/29/2008,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10032
4,07/12/2010,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,11229
2,11/27/2016,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10467
2,03/09/2010,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10473
4,02/08/2021,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11231
4,06/03/2008,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11233
1,01/19/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10016
1,09/18/2021,BURGLARY,ATTEMPTED,FELONY,QUEENS,REAR OF,RESIDENCE - APT. HOUSE,11237
1,11/02/2014,THEFT-FRAUD,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11226
2,10/07/2006,FRAUDS,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10457
5,05/17/2018,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10031
4,12/05/2016,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,11209
0,08/23/2007,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11417
2,03/31/2010,CRIMINAL TRESPASS,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10452
2,07/16/2008,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10470
1,05/20/2008,BURGLARY,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10472
1,05/09/2015,GRAND LARCENY,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10472
4,02/20/2017,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,OPPOSITE OF,RESIDENCE - APT. HOUSE,10457
0,04/29/2016,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11208
0,01/12/2015,SEX CRIMES,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11369
